replication,scenario,liters,operation_h,pause_h,monitored_h,efficiency
1506,s3_integrated,288876.45177572395,142.21477956673112,120.65709237771311,262.87187194444425,0.5410041725452733
1507,baseline,212768.42411717767,99.46637777777777,137.8866594444443,237.353037222222,0.4190651147415159
1507,s1_5s_visual,217113.7263055556,101.14003431244457,136.2130029097775,237.353037222222,0.4261164529264149
1507,s2_tpm,260714.146917952,121.0135892805304,116.33944794169162,237.353037222222,0.5098463904097056
1507,s3_integrated,285160.3048716156,131.28488225678853,106.06815496543354,237.353037222222,0.5531207175321415
1508,baseline,212060.13554386204,101.08627444444436,132.47599583333331,233.56227027777757,0.43280224294883585
1508,s1_5s_visual,216259.25527119086,102.80222151898529,130.76004875879235,233.56227027777757,0.4401490934161658
1508,s2_tpm,256189.11212601227,121.71940493268836,111.84286534508925,233.56227027777757,0.5211432685079078
1508,s3_integrated,279976.194835952,131.92971011588978,101.63256016188782,233.56227027777757,0.5648588274081454
1509,baseline,251940.01540658186,111.9064088888888,156.14034249999997,268.0467513888886,0.4174883982329349
1509,s1_5s_visual,257375.8253760719,114.14939143822272,153.897359950666,268.0467513888886,0.4258562763650587
1509,s2_tpm,307463.7195444102,135.63999381080063,132.40675757808802,268.0467513888886,0.5060311050515621
1509,s3_integrated,336893.7696128011,147.8925318176325,120.15421957125616,268.0467513888886,0.5517415564685075
1510,baseline,192857.91470003693,90.72119111111108,132.51164583333323,223.23283694444433,0.40639716070843446
1510,s1_5s_visual,197167.53679403284,92.5220095570481,130.71082738739622,223.23283694444433,0.41446415690212246
1510,s2_tpm,236149.20234944514,110.2501432957657,112.98269364867855,223.23283694444433,0.4938795958732698
1510,s3_integrated,258736.38797161815,120.10554438260635,103.12729256183796,223.23283694444433,0.538028123579762
1511,baseline,209791.58250848026,96.38464333333329,134.44961472222212,230.83425805555535,0.4175491287351992
1511,s1_5s_visual,215036.76608312287,98.6956952443528,132.13856281120258,230.83425805555535,0.4275608658598652
1511,s2_tpm,249194.75658534328,114.15205195047852,116.68220610507686,230.83425805555535,0.4945195436415912
1511,s3_integrated,273625.4334364724,124.51976652586671,106.3144915296887,230.83425805555535,0.5394336506841124
1512,baseline,207637.7439308753,94.29661972222206,125.57145805555555,219.86807777777761,0.42887817401818734
1512,s1_5s_visual,214520.5093996221,97.00514114038965,122.86293663738799,219.86807777777761,0.44119702196347715
1512,s2_tpm,244271.71317041814,110.03873989889786,109.82933787887973,219.86807777777761,0.5004761992330459
1512,s3_integrated,269475.42219204165,120.551200561293,99.31687721648463,219.86807777777761,0.5482887819810525
1513,baseline,190800.07969687853,89.6890052777777,141.27631611111104,230.96532138888878,0.38832238856656526
1513,s1_5s_visual,195098.11244900382,91.53314197339145,139.43217941549733,230.96532138888878,0.3963068629652508
1513,s2_tpm,238144.45102714674,111.81892533571978,119.14639605316896,230.96532138888878,0.4841372924008978
1513,s3_integrated,261834.86047265958,122.39218659658005,108.57313479230861,230.96532138888878,0.5299158586258138
1514,baseline,228472.89905650885,106.3283022222222,132.9731480555555,239.30145027777763,0.4443278638670926
1514,s1_5s_visual,232910.70622457092,108.22920794581,131.07224233196766,239.30145027777763,0.45227142510076357
1514,s2_tpm,275421.39011033473,127.28642607261982,112.0150242051578,239.30145027777763,0.5319082935973334
1514,s3_integrated,299154.6555476251,137.54374870587625,101.75770157190134,239.30145027777763,0.5747718977307387
1515,baseline,219215.88590538863,108.3102858333334,139.93786222222207,248.2481480555554,0.4362984645875169
1515,s1_5s_visual,224236.67324324706,110.55387938913182,137.69426866642362,248.2481480555554,0.44533616969577955
1515,s2_tpm,259894.9937319524,127.8702380400001,120.37791001555527,248.2481480555554,0.5150904006397021
1515,s3_integrated,284506.19875755743,139.11817323665565,109.1299748188998,248.2481480555554,0.5603996417549203
1516,baseline,212144.67811023045,104.00022027777777,134.2902555555554,238.2904758333332,0.43644304252645977
1516,s1_5s_visual,216907.08159516825,105.84091729401707,132.44955853931614,238.2904758333332,0.44416763583973484
1516,s2_tpm,254535.21771080248,123.85483801042075,114.43563782291237,238.2904758333332,0.5197641138500566
1516,s3_integrated,278810.2708655949,134.41798931849203,103.87248651484114,238.2904758333332,0.5640929997240326
1517,baseline,206512.81828959956,97.41964083333328,143.49117166666653,240.9108124999998,0.4043805249850849
1517,s1_5s_visual,212790.57467306932,100.07702498951485,140.83378751048502,240.9108124999998,0.4154110973724558
1517,s2_tpm,249439.1677502121,116.90862574463901,124.00218675536082,240.9108124999998,0.4852776200928678
1517,s3_integrated,276195.1333087643,128.40173713720907,112.50907536279077,240.9108124999998,0.5329845340055427
1518,baseline,216397.07757002555,107.15003416666663,136.67825583333325,243.82828999999984,0.43944873733341894
1518,s1_5s_visual,221373.7335138416,109.4531786070424,134.3751113929575,243.82828999999984,0.4488945011550648
1518,s2_tpm,259011.71146261637,127.7302349135161,116.09805508648371,243.82828999999984,0.523853220286769
1518,s3_integrated,282960.69028028,139.05314425525015,104.7751457447496,243.82828999999984,0.5702912662646744
1519,baseline,201840.27121985916,95.9582775,128.6836263888888,224.64190388888875,0.42716107653477864
1519,s1_5s_visual,206214.98006290928,97.78383732530159,126.85806656358714,224.64190388888875,0.43528760944648576
1519,s2_tpm,242661.69252769396,114.25004878806527,110.39185510082343,224.64190388888875,0.5085874309744769
1519,s3_integrated,266686.4270392111,124.65848198075447,99.98342190813426,224.64190388888875,0.5549208755033185
1520,baseline,221021.3762550881,102.62409749999985,153.56177166666666,256.1858691666665,0.40058453588334264
1520,s1_5s_visual,227136.96464443454,105.24099421780443,150.94487494886204,256.1858691666665,0.4107993721907352
1520,s2_tpm,268068.6312743448,124.79004136803782,131.39582779862872,256.1858691666665,0.48710743404373064
1520,s3_integrated,295732.8627891307,136.93091473445824,119.25495443220822,256.1858691666665,0.5344983124161905
1521,baseline,219437.38671769097,105.62015777777769,138.11745694444443,243.7376147222221,0.4333354861872621
1521,s1_5s_visual,226522.75175818236,108.60481033709948,135.1328043851225,243.7376147222221,0.44558083683912303
1521,s2_tpm,260008.98738978006,123.9985103859776,119.73910433624447,243.7376147222221,0.5087376871530218
1521,s3_integrated,285346.0995215026,135.15635301761682,108.58126170460525,243.7376147222221,0.554515777844339
1522,baseline,212686.7940248064,97.76521944444438,143.21679249999988,240.98201194444422,0.4056950917439559
1522,s1_5s_visual,219382.6506750782,100.48744757095047,140.4945643734938,240.98201194444422,0.41699148729041546
1522,s2_tpm,252550.96233577016,115.97746744139015,125.00454450305412,240.98201194444422,0.48127022637742556
1522,s3_integrated,278351.6154441772,126.94430724189574,114.03770470254854,240.98201194444422,0.5267791824692765
1523,baseline,201462.21763116622,97.31559722222221,135.91935944444432,233.23495666666653,0.4172427607466371
1523,s1_5s_visual,205108.43908967977,98.87507363718416,134.3598830294824,233.23495666666653,0.4239290501315971
1523,s2_tpm,243207.77966451267,117.34185236174703,115.89310430491949,233.23495666666653,0.5031057695585873
1523,s3_integrated,265560.2494821913,127.59278876133007,105.64216790533636,233.23495666666653,0.5470568845461807
1524,baseline,226108.8502446473,104.96661666666661,149.57346055555544,254.540077222222,0.41237756274831033
1524,s1_5s_visual,231085.11336205708,106.92789647073346,147.61218075148855,254.540077222222,0.4200827533236812
1524,s2_tpm,274810.96732236625,126.14756367941146,128.39251354281058,254.540077222222,0.49559018389579734
1524,s3_integrated,301343.73378817516,137.22530195959484,117.31477526262718,254.540077222222,0.5391107893779437
1525,baseline,203389.6770827231,95.78436694444434,127.9955344444444,223.7799013888888,0.42802935540662573
1525,s1_5s_visual,208722.87287372132,97.93705845269055,125.84284293619821,223.7799013888888,0.43764903749105577
1525,s2_tpm,239598.0531480442,113.64942370230769,110.13047768658106,223.7799013888888,0.5078625157886975
1525,s3_integrated,262376.303106847,123.76548818966054,100.01441319922814,223.7799013888888,0.553067936045689
1526,baseline,201799.28190476514,100.23303388888883,137.48873361111103,237.72176749999988,0.42164011711249316
1526,s1_5s_visual,206412.3753852254,102.32344968031374,135.39831781968613,237.72176749999988,0.43043365677614603
1526,s2_tpm,238812.39663828225,119.06420333231495,118.6575641676849,237.72176749999988,0.5008552838238299
1526,s3_integrated,261149.50751884616,129.44897647039878,108.272791029601,237.72176749999988,0.5445398535933351
1527,baseline,196909.43818540458,96.68730722222223,127.21518166666651,223.9024888888887,0.4318277465428407
1527,s1_5s_visual,201874.66822768204,98.89455880121156,125.00793008767717,223.9024888888887,0.4416858396348057
1527,s2_tpm,237315.73065338854,115.61155682899042,108.2909320598983,223.9024888888887,0.5163477967695236
1527,s3_integrated,259747.6175493084,125.85319316089999,98.04929572798869,223.9024888888887,0.5620892996118255
1528,baseline,201797.1535971118,96.35348388888885,152.87646055555547,249.2299444444442,0.38660476414128075
1528,s1_5s_visual,206876.6362294355,98.46937122437978,150.76057322006454,249.2299444444442,0.3950944636443137
1528,s2_tpm,250246.09010210657,119.09920542015266,130.13073902429161,249.2299444444442,0.47786876366576025
1528,s3_integrated,275005.48180613783,129.9314740925373,119.29847035190696,249.2299444444442,0.5213317139004551
1529,baseline,190525.5483612514,93.51305916666666,149.37355999999986,242.88661916666658,0.385007043564219
1529,s1_5s_visual,194806.53446905912,95.34033014368634,147.54628902298018,242.88661916666658,0.39253018742158324
1529,s2_tpm,239115.11698830116,115.87704173531466,127.00957743135177,242.88661916666658,0.4770828550905099
1529,s3_integrated,264503.7155449639,126.89502715688423,115.99159200978225,242.88661916666658,0.522445524550737
1530,baseline,217181.06629175934,106.36357333333339,135.95345944444423,242.3170327777776,0.43894385844051065
1530,s1_5s_visual,221414.08061467344,108.2517643017935,134.06526847598414,242.3170327777776,0.44673609222125243
1530,s2_tpm,262290.131717429,125.59064123122288,116.72639154655474,242.3170327777776,0.5182906038074453
1530,s3_integrated,286179.66983644845,136.21132947332697,106.10570330445069,242.3170327777776,0.5621203260533596
1531,baseline,195584.09843366925,90.92106305555549,144.46330472222215,235.38436777777767,0.38626636048062674
1531,s1_5s_visual,199924.21208410477,92.79700463580592,142.58736314197165,235.38436777777767,0.3942360553161881
1531,s2_tpm,240856.1313295437,111.90626790246789,123.47809987530974,235.38436777777767,0.47541928531174454
1531,s3_integrated,267463.8785738606,123.41287009446808,111.97149768330948,235.38436777777767,0.5243035944127779
1532,baseline,209505.48480448834,97.81177166666656,138.01207749999986,235.82384916666646,0.4147662418890421
1532,s1_5s_visual,215307.57657006552,100.07472117144451,135.74912799522204,235.82384916666646,0.42436217339798216
1532,s2_tpm,251616.02584491033,117.65671763854849,118.16713152811795,235.82384916666646,0.49891780688981807
1532,s3_integrated,277242.99474789825,128.37727450383554,107.44657466283093,235.82384916666646,0.5443778267443425
1533,baseline,212899.39344108698,100.66966722222217,145.1245608333333,245.79422805555527,0.4095688821442482
1533,s1_5s_visual,218411.3619359353,102.97978419591574,142.81444385963962,245.79422805555527,0.41896746319299205
1533,s2_tpm,259634.6010205613,121.77365671808991,124.0205713374655,245.79422805555527,0.49542927708850104
1533,s3_integrated,286077.1279896034,133.0458412302983,112.74838682525704,245.79422805555527,0.5412895261325128
1534,baseline,213271.18152885733,100.45213499999994,135.03619611111105,235.48833111111082,0.4265694802202469
1534,s1_5s_visual,218215.18481592563,102.513833099471,132.97449801164,235.48833111111082,0.4353244707106177
1534,s2_tpm,255740.7463825378,120.1849402547041,115.3033908564068,235.48833111111082,0.5103647373423231
1534,s3_integrated,281460.2600206905,131.30974423856335,104.17858687254763,235.48833111111082,0.5576061608615642
1535,baseline,201763.7808203047,96.29530972222217,137.50080305555545,233.79611277777767,0.4118772916201156
1535,s1_5s_visual,206919.6449823456,98.50947697862863,135.28663579914905,233.79611277777767,0.42134779662594957
1535,s2_tpm,244368.99501432365,116.55457020417997,117.2415425735976,233.79611277777767,0.49853083021514843
1535,s3_integrated,269267.43103347573,127.88008063574009,105.91603214203752,233.79611277777767,0.5469726554319987
1536,baseline,225706.65097315804,111.15001777777773,143.92998083333322,255.07999861111102,0.4357457204915327
1536,s1_5s_visual,229985.03531190872,113.07939246303981,142.0006061480711,255.07999861111102,0.4433095228114612
1536,s2_tpm,271330.2453197577,132.49004823774922,122.58995037336163,255.07999861111102,0.5194058685868994
1536,s3_integrated,295065.81159013347,143.54484217608803,111.53515643502294,255.07999861111102,0.562744405510732
1537,baseline,197665.74033991338,96.52364361111108,108.03179833333328,204.55544194444428,0.471870328618909
1537,s1_5s_visual,202985.471284026,98.82383717295231,105.73160477149203,204.55544194444428,0.4831151703106101
1537,s2_tpm,226002.05281231887,110.57964870823135,93.97579323621297,204.55544194444428,0.5405852205988435
1537,s3_integrated,246666.85839265425,119.72015649128767,84.83528545315664,204.55544194444428,0.5852699657034925
1538,baseline,197164.5010912455,94.41753916666651,127.28181249999996,221.69935166666653,0.42588098908212824
1538,s1_5s_visual,201946.65147849324,96.36690486854684,125.33244679811969,221.69935166666653,0.4346738235546948
1538,s2_tpm,235916.09896578226,112.26015896061737,109.4391927060491,221.69935166666653,0.5063621436719618
1538,s3_integrated,258296.1916050376,121.98232272716604,99.71702893950047,221.69935166666653,0.5502150629225616
1539,baseline,223684.81952243697,109.2142044444443,157.4163769444444,266.63058138888874,0.40960869482991563
1539,s1_5s_visual,230017.1464125538,111.99270378881405,154.6378776000746,266.63058138888874,0.42002947750944336
1539,s2_tpm,273934.92179469764,132.4703673082795,134.16021408060922,266.63058138888874,0.4968311084881425
1539,s3_integrated,300683.97917537997,144.54514855447403,122.08543283441465,266.63058138888874,0.5421176663289443
1540,baseline,196096.99688790127,96.35315138888879,122.01529111111115,218.36844249999987,0.4412411898248019
1540,s1_5s_visual,200849.8373345775,98.40800323682714,119.96043926317276,218.36844249999987,0.4506512118243789
1540,s2_tpm,231024.68131782883,113.30486082618896,105.0635816738109,218.36844249999987,0.518870123947461
1540,s3_integrated,253317.47284351286,123.26938252729425,95.09905997270559,218.36844249999987,0.5645018168194991
1541,baseline,189846.2442310211,85.70389194444435,124.00593666666664,209.7098286111109,0.4086784702083513
1541,s1_5s_visual,196595.9054063275,88.48810578075576,121.2217228303552,209.7098286111109,0.42195497639192414
1541,s2_tpm,230938.7753434953,103.21413329149975,106.49569531961117,209.7098286111109,0.4921759460444823
1541,s3_integrated,257402.74736251897,114.22644619335523,95.4833824177557,209.7098286111109,0.5446880909200421
1542,baseline,200281.1477544548,101.29205472222223,129.18667361111096,230.47872833333315,0.4394854807413166
1542,s1_5s_visual,204846.9249390656,103.31006689975877,127.16866143357446,230.47872833333315,0.44824122228904834
1542,s2_tpm,238892.30846282802,119.9981424756398,110.48058585769336,230.47872833333315,0.5206473644808156
1542,s3_integrated,261511.6215392095,130.06931704367932,100.4094112896539,230.47872833333315,0.5643441283464767
1543,baseline,179886.645247957,89.67228694444438,125.2431452777777,214.9154322222221,0.4172445227280069
1543,s1_5s_visual,183490.86465017407,91.37787583060721,123.53755639161486,214.9154322222221,0.4251806158625346
1543,s2_tpm,221304.37464424456,109.75098088602712,105.164451336195,214.9154322222221,0.5106705449264567
1543,s3_integrated,242453.13857752175,119.62320734407068,95.29222487815134,214.9154322222221,0.5566059454510486
1544,baseline,209075.33289021443,99.69435666666666,124.4147888888888,224.10914555555541,0.4448473373075843
1544,s1_5s_visual,213847.03423300464,101.63365922670994,122.47548632884552,224.10914555555541,0.45350072160047356
1544,s2_tpm,251069.43696539872,119.3938660806215,104.71527947493392,224.10914555555541,0.5327487451913221
1544,s3_integrated,273696.7170414058,129.33195072164537,94.7771948339101,224.10914555555541,0.5770935871494128
1545,baseline,180587.20781431237,86.29906749999996,126.03436999999992,212.33343749999995,0.4064318296547146
1545,s1_5s_visual,185127.46942545107,88.22714344722735,124.10629405277257,212.33343749999995,0.41551224567363476
1545,s2_tpm,219510.46368017627,104.57140222548374,107.76203527451611,212.33343749999995,0.49248673904920776
1545,s3_integrated,242173.788640534,114.55405715841958,97.77938034158026,212.33343749999995,0.5395007894525308
1546,baseline,202118.61757961844,100.56014861111112,132.71836666666653,233.2785152777776,0.43107333948592996
1546,s1_5s_visual,206365.2672557318,102.35572979963999,130.92278547813765,233.2785152777776,0.438770495764513
1546,s2_tpm,240504.13218681392,119.65622230653734,113.62229297124028,233.2785152777776,0.5129328869572755
1546,s3_integrated,262077.8515672077,129.21830758711596,104.0602076906617,233.2785152777776,0.5539228824105323
1547,baseline,206375.55604334045,103.11203277777776,138.90581444444433,242.01784722222203,0.4260513592747553
1547,s1_5s_visual,210573.61411920033,104.90260311521925,137.11524410700284,242.01784722222203,0.43344986462464125
1547,s2_tpm,245253.81893428098,122.48607665578965,119.53177056643239,242.01784722222203,0.5061034880759117
1547,s3_integrated,267801.0347545491,132.5854961004858,109.43235112173627,242.01784722222203,0.5478335487330616
1548,baseline,189844.0149630444,100.00445638888884,141.9450083333333,241.9494647222221,0.4133278678822546
1548,s1_5s_visual,194128.38805028118,102.12605056372696,139.82341415849515,241.9494647222221,0.42209661708066215
1548,s2_tpm,228776.97928165714,120.09264226898647,121.8568224532356,241.9494647222221,0.4963542382987402
1548,s3_integrated,249198.1806671774,130.37646683434474,111.57299788787724,241.9494647222221,0.5388582569671219
1549,baseline,193752.14385346486,93.63771638888885,127.82691833333323,221.4646347222222,0.4228111477317198
1549,s1_5s_visual,198736.94292471767,95.92248157172861,125.54215315049352,221.4646347222222,0.43312776187512686
1549,s2_tpm,232569.82557806565,111.71402193667167,109.75061278555035,221.4646347222222,0.5044327825830607
1549,s3_integrated,255247.83748446137,122.22305069249946,99.24158402972256,221.4646347222222,0.5518851840421425
1550,baseline,176795.9616882228,76.80076388888872,101.02660166666674,177.82736555555545,0.4318838309781698
1550,s1_5s_visual,181409.42991883773,78.53739329735363,99.28997225820183,177.82736555555545,0.4416496474094005
1550,s2_tpm,210995.67167814946,91.4228767711926,86.40448878436283,177.82736555555545,0.5141102804148048
1550,s3_integrated,231922.43179781834,99.8310082858662,77.99635726968921,177.82736555555545,0.5613928316037374
1551,baseline,235833.0350846284,109.80845333333333,142.06244138888874,251.87089472222206,0.435971188550533
1551,s1_5s_visual,241341.71244484308,112.10227344457748,139.7686212776446,251.87089472222206,0.44507831509555884
1551,s2_tpm,278730.11482136964,129.63010107105836,122.24079365116368,251.87089472222206,0.5146688394227606
1551,s3_integrated,304677.97392984567,140.73909655909878,111.13179816312325,251.87089472222206,0.5587747513038935
1552,baseline,178369.7467474418,81.80873027777768,130.87344888888884,212.68217916666651,0.3846524922695521
1552,s1_5s_visual,183582.0260366562,83.98748212481237,128.69469704185417,212.68217916666651,0.39489665967262977
1552,s2_tpm,216530.84855570388,98.73705773727,113.94512142939644,212.68217916666651,0.4642469722857954
1552,s3_integrated,240355.02936852485,108.54913243028261,104.13304673638392,212.68217916666651,0.5103818893317763
1553,baseline,212584.32458178714,107.9995744444444,127.9173394444443,235.91691388888876,0.4577864836571643
1553,s1_5s_visual,217500.0977836112,110.15657292063963,125.76034096824912,235.91691388888876,0.4669295266066457
1553,s2_tpm,247763.99445371237,125.63366553596596,110.28324835292277,235.91691388888876,0.5325335240487946
1553,s3_integrated,269631.50116126414,135.79680999338257,100.12010389550609,235.91691388888876,0.5756128619813144
1554,baseline,211581.92052631459,106.17758750000004,145.8053422222221,251.98292972222208,0.421368176078621
1554,s1_5s_visual,216155.55091812226,108.1674177379398,143.8155119842823,251.98292972222208,0.4292648627316942
1554,s2_tpm,252957.9139840955,127.1566022099108,124.82632751231125,251.98292972222208,0.5046238741254583
1554,s3_integrated,277323.0285982389,138.29230396147997,113.69062576074215,251.98292972222208,0.5488161603404206
1555,baseline,201643.9771142579,97.18263749999997,136.48385499999992,233.66649249999992,0.41590318089787737
1555,s1_5s_visual,205425.96792292898,98.79171292334478,134.87477957665507,233.66649249999992,0.42278938613051165
1555,s2_tpm,250053.6106642947,118.97664320889038,114.68984929110937,233.66649249999992,0.509172889685458
1555,s3_integrated,273669.5985242123,129.24362505251483,104.42286744748499,233.66649249999992,0.5531115037921617
1556,baseline,221121.058461939,100.000038611111,128.94971833333327,228.94975694444423,0.43677722110609835
1556,s1_5s_visual,227585.71759439548,102.75850527613562,126.19125166830861,228.94975694444423,0.44882557049872945
1556,s2_tpm,261368.7204596236,116.92127823642957,112.02847870801467,228.94975694444423,0.5106853127815335
1556,s3_integrated,287055.1279829332,127.89006813633307,101.05968880811118,228.94975694444423,0.5585944699970405
1557,baseline,202950.6746038326,92.18499944444439,114.13488472222214,206.31988416666647,0.4468061806877362
1557,s1_5s_visual,207489.28504570053,94.104492760639,112.21539140602748,206.31988416666647,0.45610966262767394
1557,s2_tpm,239188.50389120192,107.5865933627884,98.73329080387815,206.31988416666647,0.5214552819149476
1557,s3_integrated,260538.60677245658,116.52029575563297,89.7995884110335,206.31988416666647,0.5647555310835051
1558,baseline,184614.83532201278,84.74000305555552,120.3952494444444,205.1352524999999,0.41309332268745746
1558,s1_5s_visual,188393.12431035176,86.2076721372747,118.92758036272518,205.1352524999999,0.4202479636564405
1558,s2_tpm,217169.43000181892,99.4310127264078,105.70423977359206,205.1352524999999,0.4847095343907691
1558,s3_integrated,239087.32803710108,108.4835471368804,96.65170536311943,205.1352524999999,0.5288391235284168
1559,baseline,205139.20265039895,95.98896194444441,136.89848527777767,232.88744722222202,0.4121688957020144
1559,s1_5s_visual,210316.8599576439,98.18314933286112,134.704297889361,232.88744722222202,0.42159056017808644
1559,s2_tpm,254162.6725176729,117.11241302133064,115.77503420089141,232.88744722222202,0.5028712986388724
1559,s3_integrated,280286.03166227933,128.50304727503973,104.38439994718232,232.88744722222202,0.5517817675781455
1560,baseline,227298.9999711875,107.73158277777779,142.31714777777756,250.0487305555553,0.4308423503627514
1560,s1_5s_visual,232688.25050036734,110.05665245842383,139.9920780971316,250.0487305555553,0.4401408166076319
1560,s2_tpm,273719.6331954094,129.45676214480514,120.59196841075023,250.0487305555553,0.5177261322510203
1560,s3_integrated,300367.9525081972,141.12522056892976,108.92350998662562,250.0487305555553,0.5643908699531465
1561,baseline,188587.14703873062,92.76470194444444,128.34587888888876,221.11058083333324,0.41953985917285336
1561,s1_5s_visual,191960.87952838812,94.22725953095502,126.88332130237822,221.11058083333324,0.4261544570858
1561,s2_tpm,230621.237640216,112.51989445171435,108.59068638161878,221.11058083333324,0.5088851651858696
1561,s3_integrated,251454.65910035648,122.09900285590196,99.01157797743122,221.11058083333324,0.5522078699071242
1562,baseline,210411.3690182672,104.31228555555552,130.92235861111104,235.23464416666647,0.4434392983443759
1562,s1_5s_visual,214075.7700489961,105.95232868166569,129.28231548500077,235.23464416666647,0.4504112438752739
1562,s2_tpm,250275.2327188366,123.81085349595419,111.42379067071234,235.23464416666647,0.5263291635233489
1562,s3_integrated,271970.97558303596,133.49993198107978,101.73471218558674,235.23464416666647,0.5675181581097958
1563,baseline,197076.71996933743,95.19568694444442,140.14673583333328,235.34242277777756,0.4044986272378656
1563,s1_5s_visual,202465.79574292368,97.58191461250061,137.76050816527703,235.34242277777756,0.4146380132435472
1563,s2_tpm,240710.66860338114,115.85395864440521,119.48846413337232,235.34242277777756,0.4922782610842776
1563,s3_integrated,266057.9263267949,127.18136162871379,108.16106114906377,235.34242277777756,0.5404098425076765
1564,baseline,218689.99796738385,105.62550777777778,148.6698591666665,254.29536694444423,0.41536544313390394
1564,s1_5s_visual,223766.3053244686,107.80811307416025,146.487253870284,254.29536694444423,0.42394839658133854
1564,s2_tpm,266491.5885700281,127.97325970084023,126.32210724360405,254.29536694444423,0.5032465248523323
1564,s3_integrated,293111.4081966393,139.78531138727783,114.51005555716638,254.29536694444423,0.5496966502650308
1565,baseline,195829.8465032965,92.47432166666665,119.16611583333321,211.64043749999988,0.4369407035773431
1565,s1_5s_visual,201186.18335174306,94.74119799928957,116.8992395007103,211.64043749999988,0.4476516828183632
1565,s2_tpm,228784.37430346082,107.98015193100247,103.66028556899741,211.64043749999988,0.5102056733888699
1565,s3_integrated,253026.38473535093,118.26158791071221,93.37884958928763,211.64043749999988,0.5587854065493144
1566,baseline,236386.6657867881,113.98044499999995,143.25755194444437,257.2379969444442,0.4430933468379337
1566,s1_5s_visual,241291.9012010497,116.17424416279295,141.06375278165137,257.2379969444442,0.4516216326621574
1566,s2_tpm,286740.3590524193,137.69051916972074,119.54747777472348,257.2379969444442,0.5352650883821717
1566,s3_integrated,312015.9045116702,149.2381454980466,107.99985144639768,257.2379969444442,0.5801559150310038
1567,baseline,206829.76729649075,96.267106111111,132.64767166666667,228.91477777777757,0.4205368785957704
1567,s1_5s_visual,211286.48532505127,98.11790809142329,130.79686968635437,228.91477777777757,0.4286219921838017
1567,s2_tpm,247699.07013987665,114.73621247274762,114.17856530502999,228.91477777777757,0.5012180235219655
1567,s3_integrated,272474.9821698545,125.39154226275762,103.52323551501998,228.91477777777757,0.5477651704272379
1568,baseline,219744.40897353232,107.49492888888891,156.89478388888872,264.3897127777777,0.40657757731761496
1568,s1_5s_visual,224673.88699341,109.6851811485778,154.70453162919983,264.3897127777777,0.4148617584102803
1568,s2_tpm,269652.1097246027,131.55527181181327,132.83444096596435,264.3897127777777,0.49758090218278217
1568,s3_integrated,295939.5366642332,143.47856432165898,120.9111484561186,264.3897127777777,0.542678316846065
1569,baseline,206349.48114881583,102.67511444444443,154.65743166666655,257.33254611111096,0.39899777931747277
1569,s1_5s_visual,210239.13964102147,104.37559339415422,152.95695271695678,257.33254611111096,0.4056058783527792
1569,s2_tpm,258313.73675774466,127.45015409386853,129.88239201724235,257.33254611111096,0.495274134655467
1569,s3_integrated,282650.7205648928,138.6033924094146,118.72915370169629,257.33254611111096,0.5386158669162994
1570,baseline,213698.33477421978,101.73881749999997,139.73782361111105,241.476641111111,0.4213194991940721
1570,s1_5s_visual,218920.40511100343,103.91049796221952,137.5661431488915,241.476641111111,0.430312834749126
1570,s2_tpm,254620.2132639403,121.94030859887721,119.53633251223373,241.476641111111,0.5049776576226627
1570,s3_integrated,279456.44559423334,132.88579561568963,108.59084549542129,241.476641111111,0.5503049694754727
1571,baseline,232387.6784958973,115.52733750000006,162.93922916666645,278.46656666666644,0.41486968752801856
1571,s1_5s_visual,236452.68304733746,117.35178034124121,161.1147863254253,278.46656666666644,0.4214214357794525
1571,s2_tpm,290984.4928761818,144.09561854422304,134.37094812244342,278.46656666666644,0.5174611094936585
1571,s3_integrated,316741.67183998413,156.12358086993544,122.34298579673111,278.46656666666644,0.5606546693873683
1572,baseline,221287.96958621056,97.41594472222211,143.5304480555555,240.94639277777753,0.40430547060344607
1572,s1_5s_visual,226634.16993769654,99.4987818293921,141.44761094838555,240.94639277777753,0.41294987105766234
1572,s2_tpm,270607.8222044055,119.65977057377656,121.28662220400109,240.94639277777753,0.49662403821142725
1572,s3_integrated,297804.7921896325,130.892602218323,110.05379055945455,240.94639277777753,0.5432436680595751
1573,baseline,214937.10255426232,97.45464666666666,137.72903277777766,235.18367944444424,0.41437674117896295
1573,s1_5s_visual,218744.71575067283,99.05684614481501,136.12683329962928,235.18367944444424,0.42118928651345683
1573,s2_tpm,264559.5514973406,118.68503813847533,116.4986413059689,235.18367944444424,0.5046482749944027
1573,s3_integrated,288610.9104877196,128.75749853247615,106.42618091196815,235.18367944444424,0.5474763335475905
1574,baseline,226919.30364882504,107.60610611111106,142.09185527777768,249.69796138888864,0.43094507264927734
1574,s1_5s_visual,232604.1859642628,109.91084998636947,139.78711140251926,249.69796138888864,0.440175199569172
1574,s2_tpm,269961.37248383136,127.13000146007123,122.56795992881753,249.69796138888864,0.5091351196979713
1574,s3_integrated,295887.2983563847,138.1987592633832,111.49920212550546,249.69796138888864,0.5534637066906103
1575,baseline,203930.51298596332,100.9329388888889,133.63635194444433,234.5692908333332,0.43029050618822917
1575,s1_5s_visual,209937.61510515597,103.48606510560192,131.08322572773122,234.5692908333332,0.4411748218957234
1575,s2_tpm,243788.28245455943,119.48235762993613,115.086933203397,234.5692908333332,0.5093691386688424
