replication,scenario,liters,operation_h,pause_h,monitored_h,efficiency
9,s2_tpm,240931.6826109268,115.47250417112402,112.53521860665359,228.00772277777762,0.5064411975363948
9,s3_integrated,262692.2233741804,125.15367013508497,102.85405264269268,228.00772277777762,0.548901013572523
10,baseline,203297.27864777684,97.34120083333326,114.31646055555552,211.65766138888876,0.4598992552151637
10,s1_5s_visual,207566.03874868155,99.280055055558,112.3776063333308,211.65766138888876,0.4690595861453179
10,s2_tpm,239536.3362535997,113.91126798023762,97.74639340865106,211.65766138888876,0.538186367706969
10,s3_integrated,260984.01989255197,123.65113204704339,88.00652934184536,211.65766138888876,0.5842034313128559
11,baseline,210188.6750396569,95.43004805555555,123.53729805555544,218.96734611111088,0.43581862661445125
11,s1_5s_visual,214732.09362901456,97.09270890988184,121.87463720122915,218.96734611111088,0.44341181748905134
11,s2_tpm,251158.01544910777,113.81267528410577,105.15467082700523,218.96734611111088,0.5197700812720891
11,s3_integrated,274923.6529261979,123.30348182094647,95.6638642901645,218.96734611111088,0.5631135601304609
12,baseline,238817.0271243928,108.48046388888886,162.04680277777766,270.52726666666643,0.4009964142452022
12,s1_5s_visual,244664.87765838567,110.7783481096196,159.7489185570469,270.52726666666643,0.4094905089405148
12,s2_tpm,290055.4145550012,131.9542750585371,138.57299160812934,270.52726666666643,0.4877670065735969
12,s3_integrated,321916.8341180087,145.33057375968482,125.19669290698161,270.52726666666643,0.5372122949024422
13,baseline,209899.51600532397,100.66050916666666,138.93626027777762,239.59676944444433,0.42012465109637864
13,s1_5s_visual,214702.81068279385,102.62878328904384,136.9679861554005,239.59676944444433,0.428339595425307
13,s2_tpm,248478.48677725845,119.01570355110236,120.58106589334191,239.59676944444433,0.49673334004905567
13,s3_integrated,272209.2105685998,129.47932683620286,110.11744260824146,239.59676944444433,0.5404051445953466
14,baseline,231744.7286951294,106.13690277777772,125.54715888888879,231.68406166666648,0.4581105062396623
14,s1_5s_visual,236841.8460478777,108.2360710064151,123.44799066025143,231.68406166666648,0.4671709837431064
14,s2_tpm,274941.9838065114,124.5590912001182,107.12497046654823,231.68406166666648,0.5376247735993448
14,s3_integrated,299824.5658923885,135.27810843286267,96.40595323380379,231.68406166666648,0.5838904388144444
15,baseline,190553.3655924633,93.61000666666664,117.70516583333324,211.3151724999999,0.44298762629865907
15,s1_5s_visual,194199.89873269518,95.23926350032954,116.07590899967032,211.3151724999999,0.45069770605482473
15,s2_tpm,222332.470581716,108.32299798682727,102.99217451317253,211.3151724999999,0.5126134423065496
15,s3_integrated,241950.89552007982,117.27040110594677,94.0447713940531,211.3151724999999,0.5549549505535237
16,baseline,204082.0689241021,102.63063166666662,138.39181361111105,241.02244527777765,0.4258135857363206
16,s1_5s_visual,208965.63429526528,104.80266845417836,136.2197768235993,241.02244527777765,0.43482534721359084
16,s2_tpm,245301.18680778964,122.62299906885373,118.39944620892386,241.02244527777765,0.5087617417852146
16,s3_integrated,268848.07343578053,133.38947332623349,107.63297195154408,241.02244527777765,0.5534317485348824
17,baseline,189861.31800618948,94.25043861111105,144.18368833333327,238.43412694444424,0.39528921391807154
17,s1_5s_visual,194821.76706321895,96.51986821020009,141.91425873424419,238.43412694444424,0.4048072708681063
